yorum,aspect,sentiment
hızlı geldi harika...oyun için almistim ses çok sonradan geliyor...fakat muzik dinlemek için ideal...iade edeceğim.,ses_goruntu,pozitif
hızlı sağlam teslimat ses kalitesi güzel teşekkürler,kargo,pozitif
hızlı sağlam teslimat ses kalitesi güzel teşekkürler,ses_goruntu,pozitif
iadem hala onaylanmıyor. 2 Haftadır bekliyorum,genel,negatif
idare eder.,genel,notr
ilk yıl dolmadan gayet iyi şarjı güzel gidiyor ama 11 ay sonra çöp,batarya,negatif
ipone 11 e uyum sağlamıyor almak isteyenler kimse beni uyarmadı mağdur oldum siz almayın sakın,genel,negatif
ipone 11 e uyum sağlamıyor almak isteyenler kimse beni uyarmadı mağdur oldum siz almayın sakın,kalite,pozitif
iyi hos guzel ama 2 kulakligida ayni anda calistiramadim. sifirlama yaptim tekrar eslestirdim ama olmadi baska bir yolu varmi yoksa,genel,pozitif
iyi ki almışım dedim,genel,pozitif
iyi normal,genel,pozitif
iyi ses kalitesi,ses_goruntu,pozitif
içinde şarj kablosu çıkmadı çıkıyor olması lazımdı,genel,negatif
içinde şarja atit bişey yoktu,batarya,notr
kablo gelmedi,batarya,notr
kaliteli kulaklık kullanan birisi için alt sınıf ürünü olabilir kulaklık bass zayıf tiz zayıf uzun süre taktığın zaman rahatsız da ediyor. fiyatına göre idare e,kalite,pozitif
kaliteli kulaklık kullanan birisi için alt sınıf ürünü olabilir kulaklık bass zayıf tiz zayıf uzun süre taktığın zaman rahatsız da ediyor. fiyatına göre idare e,fiyat,pozitif
kaliteli kulaklık kullanan birisi için alt sınıf ürünü olabilir kulaklık bass zayıf tiz zayıf uzun süre taktığın zaman rahatsız da ediyor. fiyatına göre idare e,ses_goruntu,pozitif
kaliteli ve güzel,kalite,pozitif
kapağı sorunlu geldi aldıktan hemen sonra 1000 lira indirime girdi.,kalite,notr
kapağı sorunlu geldi aldıktan hemen sonra 1000 lira indirime girdi.,fiyat,negatif
kararsiz bi urun bi gun cok guzel calisiyo bi gun sesi biraz iisik oluyo bi gun kulakliklarin birine hic ses gelmiyo iutuya koyup beklediginizde duzeliuo duzgun,ses_goruntu,pozitif
kardeşime hediye aldım çok mutlu oldu,genel,pozitif
"kaç defa aldım,pişmanlık. 2 ay ancak götürüyor boşa para",genel,negatif
"kaç defa aldım,pişmanlık. 2 ay ancak götürüyor boşa para",fiyat,negatif
"kesinlikle almayın Android cihazımda düzgün çalışmadı. Hata verdi ilk bağlantıyı yaparken.  Kulağa tam oturmuyor, spor koşu yürüyüş vs yaparken çok rahat düşüyo",genel,negatif
kesinlikle çok kötü 1 yıl içinde bozuldu almayın,genel,negatif
kesinlikle çok kötü 1 yıl içinde bozuldu almayın,kalite,negatif
konuşurken dışardaki sesler karşıya gidiyor pek anlasamiyoruz onun harici müzik dinlerken iyi,genel,pozitif
kualklikta şarz kablosu çıkmadı,genel,negatif
kulaklik geldi fakat sol kulaklik calismiyor hic ses yok iade  talebi olusturdum sonucu bekliyorum,ses_goruntu,negatif
kulaklık güzel ama sesi biraz az yani oyun için pubg için jbl öneririm,ses_goruntu,notr
kulaklıkta ses gecikmesi problemi var beklediğim kalitede değil,kalite,negatif
kulaklıkta ses gecikmesi problemi var beklediğim kalitede değil,ses_goruntu,negatif
kulaklığı telefona bağlayıp kurmak çok kolay. uygulamasından da sesinin ayarlandığı zaman  ses kalitesi çok iyi oluyor. kulaklığın ucununda tıkaç gibi olmasında,ses_goruntu,pozitif
kulakta düzgün durmuyor,genel,negatif
kullandıktan kısa süre sonra sol kulaklıktan ses gelmemeye başladı.Ürünün arkasında durmuyorlar elimde kaldı.tavsiye etmiyorum,genel,negatif
kullandıktan kısa süre sonra sol kulaklıktan ses gelmemeye başladı.Ürünün arkasında durmuyorlar elimde kaldı.tavsiye etmiyorum,ses_goruntu,negatif
kullanışlı ürün uygun fiyata aldım beğenerek kullanıyorum,fiyat,pozitif
kutum açık geldi bu nasıl rezillik böyle,ambalaj,negatif
kutunun içinden şarz cihazı çıkmadı,genel,negatif
kutusu hasarlı geldi iade etmeme rağmen iade talebim reddildi tavsiye etmiyorum,genel,negatif
kutusu hasarlı geldi iade etmeme rağmen iade talebim reddildi tavsiye etmiyorum,ambalaj,negatif
kızım için aldım,genel,notr
kızıma hediye aldım çok beğendi,genel,pozitif
"mediamarkt bana bozuk urun gonderdi, kulakligin dokunmatigi calismiyor ve butun sesi disariya veriyor. mediamarkta gittim ve bir ton ugrastiktan sonra gonderdik",genel,negatif
"mediamarkt bana bozuk urun gonderdi, kulakligin dokunmatigi calismiyor ve butun sesi disariya veriyor. mediamarkta gittim ve bir ton ugrastiktan sonra gonderdik",kalite,negatif
"mediamarkt bana bozuk urun gonderdi, kulakligin dokunmatigi calismiyor ve butun sesi disariya veriyor. mediamarkta gittim ve bir ton ugrastiktan sonra gonderdik",ses_goruntu,negatif
merhaba ürün elime bugün ulaştı ama garanti süresi 20 haziran 2025 te bitecek görünüyor yardımcı olur musunuz,genel,negatif
müzik dinlemek için almıştım ama ses boğuk geliyor ugyulamayi indirip duzletmeye calistim ama uygulama da çöp bir işe yaramiyor bu yuzden iadeee bununla mi ugra,ses_goruntu,negatif
müzik dinlemek için gayet iyi şarj süresi çok iyi ancak konuşma konuşunda karşı tarafa ses iletimi çok kötü çevre sesi iletiyor konuşan kişinin sesi bozuk şekil,genel,negatif
müzik dinlemek için gayet iyi şarj süresi çok iyi ancak konuşma konuşunda karşı tarafa ses iletimi çok kötü çevre sesi iletiyor konuşan kişinin sesi bozuk şekil,kalite,negatif
müzik dinlemek için gayet iyi şarj süresi çok iyi ancak konuşma konuşunda karşı tarafa ses iletimi çok kötü çevre sesi iletiyor konuşan kişinin sesi bozuk şekil,batarya,pozitif
müzik dinlemek için gayet iyi şarj süresi çok iyi ancak konuşma konuşunda karşı tarafa ses iletimi çok kötü çevre sesi iletiyor konuşan kişinin sesi bozuk şekil,ses_goruntu,negatif
müzik dinlerken normal ama konuşmada beş kuruş etmez karşı tarafın sesini hiç duymuyorum,genel,negatif
müzik dinlerken normal ama konuşmada beş kuruş etmez karşı tarafın sesini hiç duymuyorum,ses_goruntu,negatif
"ofiste bu kulağımdayken telefondaki arkadaşım beni duymadığını söyledi , dizi izlerken ekranı kapatınca bazen ses kapanıyor video devam ediyor, fiyat olarak asl",fiyat,notr
"ofiste bu kulağımdayken telefondaki arkadaşım beni duymadığını söyledi , dizi izlerken ekranı kapatınca bazen ses kapanıyor video devam ediyor, fiyat olarak asl",ses_goruntu,notr
orijinal ürün ses kalitesi iyi,ses_goruntu,pozitif
oğluma aldım beğendi.,genel,pozitif
oğlumun sürekli kullandığı marka beğeniyor,genel,pozitif
paketleme kötüydü bu konuda hiç beğenmedim deneyip çalışıp çalışmadığınada bakacağım,ambalaj,negatif
paketleme ve kargo hızı mükemmel sesi az çıkıyordu fakat ayarlardan hareket kısmınd herhangi bir şey atayın ses artırmaya sesi çok iyi oluyor bilginize,genel,pozitif
paketleme ve kargo hızı mükemmel sesi az çıkıyordu fakat ayarlardan hareket kısmınd herhangi bir şey atayın ses artırmaya sesi çok iyi oluyor bilginize,kargo,negatif
paketleme ve kargo hızı mükemmel sesi az çıkıyordu fakat ayarlardan hareket kısmınd herhangi bir şey atayın ses artırmaya sesi çok iyi oluyor bilginize,ses_goruntu,negatif
paketleme ve kargo hızı mükemmel sesi az çıkıyordu fakat ayarlardan hareket kısmınd herhangi bir şey atayın ses artırmaya sesi çok iyi oluyor bilginize,ambalaj,negatif
performans i çok iyi fiyatına göre,fiyat,pozitif
rahat konuşamıyorum. karşı taraf sesin çok az ve kötü geldiğini söylüyor. iade etmediğim için pişmanım.,genel,negatif
rahat konuşamıyorum. karşı taraf sesin çok az ve kötü geldiğini söylüyor. iade etmediğim için pişmanım.,ses_goruntu,negatif
redminini active buds 6 ve play kulaklıklarını kullandım ikisindede bir problem var kulakta sabit kalmıyorlarlar yapışmıyorlar kulağa 10 dk sonra yolda yürürken,genel,negatif
satılan ürün çakma arkadaşlar bilginiz olsun seri no yok Xiaomi garantiye ürünü kabul etmiyor bunu bilerek alın,genel,negatif
ses kalitesi asırı iyi duruşu da güzel bence ben çok sevdim paketlemesi de güzeldi sıfır ürün🎀💗,ses_goruntu,pozitif
ses kalitesi asırı iyi duruşu da güzel bence ben çok sevdim paketlemesi de güzeldi sıfır ürün🎀💗,ambalaj,pozitif
ses kalitesi baya kötü en yüksek ayarda ses seviyesi oldukça az müzik sesi falan az geliyor millet neye göre 5 yıldız falan vermiş  anlamaidm yorumlara bakarak,ses_goruntu,negatif
"ses kalitesi biraz düşük, çabuk arıza verebiliyor.",ses_goruntu,notr
ses kalitesi dışarıya yansıyan ses kalitesi güzel iyi fakat telefonla konuşma sırasında karşı tarafa ses iyi gitmiyor anlaşılmıyor giden ses,ses_goruntu,negatif
ses kalitesi falan mükemmel herkese tavsiye ederim ben severek kullanıyorum,genel,pozitif
ses kalitesi falan mükemmel herkese tavsiye ederim ben severek kullanıyorum,ses_goruntu,pozitif
ses kalitesi gayet iyi şarjı rahat 1 2 hafta götürüyor en son ne zaman şarja taktığımı unutuyorum bazen,batarya,pozitif
ses kalitesi gayet iyi şarjı rahat 1 2 hafta götürüyor en son ne zaman şarja taktığımı unutuyorum bazen,ses_goruntu,pozitif
ses kalitesi güzel konuşurkende güzel komut verebilme özelliğini seviyorum,ses_goruntu,pozitif
"ses kalitesi iyi, dışarıdayken telefonla görüşürken ses iyi gitmiyor ama etrafta ses yoksa iyi iletiyor sesi. fiyat performans kısaca gayet iyi",fiyat,pozitif
"ses kalitesi iyi, dışarıdayken telefonla görüşürken ses iyi gitmiyor ama etrafta ses yoksa iyi iletiyor sesi. fiyat performans kısaca gayet iyi",ses_goruntu,negatif
"ses kalitesi sık sık boğuklaşıyor, bağlantıyı kesip bekleyip tekrar bağlanınca düzeliyor gibi. idare eder abartmaya hiç gerek olmayan bi kulaklık",ses_goruntu,negatif
"ses kalitesi çok iyi , Xiaomi 15 ultra ile sorunsuz çalışıyor.",ses_goruntu,pozitif
ses kalitesi çok iyi değil kulağa biraz zor oturuyor parasına alınırmı bilmiyorum onun dışında iyi aşırı pişman değilim.,genel,negatif
ses kalitesi çok iyi değil kulağa biraz zor oturuyor parasına alınırmı bilmiyorum onun dışında iyi aşırı pişman değilim.,fiyat,negatif
ses kalitesi çok iyi değil kulağa biraz zor oturuyor parasına alınırmı bilmiyorum onun dışında iyi aşırı pişman değilim.,ses_goruntu,negatif
ses kalitesini beğenmedim,ses_goruntu,notr
ses muhendısıyım ses kalitesi tizler ve mid tizler yuksek basslar cok şiddetli degil ama bu fiyata alınabılır apple bir cihazınız varsa,fiyat,notr
ses muhendısıyım ses kalitesi tizler ve mid tizler yuksek basslar cok şiddetli degil ama bu fiyata alınabılır apple bir cihazınız varsa,ses_goruntu,notr
ses seviyesi yetersiz,ses_goruntu,negatif
ses çok kısık geliyor. bu açıdan kötü. şarjı uzun süre gidiyor ama dur ya dünyadan soyutlanmak için müzik dinleyeyim kulaklığı değil,batarya,notr
ses çok kısık geliyor. bu açıdan kötü. şarjı uzun süre gidiyor ama dur ya dünyadan soyutlanmak için müzik dinleyeyim kulaklığı değil,ses_goruntu,negatif
sesi az fiyatina gore iyi degil,fiyat,negatif
sesi az fiyatina gore iyi degil,ses_goruntu,negatif
sesi az geliyor,ses_goruntu,negatif
sesi bas i kaliteli ama ses çok zayıf zor duyuyom.Luften anlayan ysrdimci olsun yoksa kuramadım mi,kalite,pozitif
sesi bas i kaliteli ama ses çok zayıf zor duyuyom.Luften anlayan ysrdimci olsun yoksa kuramadım mi,ses_goruntu,pozitif
sesi cok az,ses_goruntu,negatif
sesi harika görünüsü zaten süper iyki almısım tereddütte olanlar düsünmeden alabilir,genel,pozitif
sesi harika görünüsü zaten süper iyki almısım tereddütte olanlar düsünmeden alabilir,ses_goruntu,pozitif
sesi çok az,ses_goruntu,negatif
sesi çok kötü birde iadeyi kabul etmediler,genel,negatif
sesi çok kötü birde iadeyi kabul etmediler,ses_goruntu,negatif
sesi çok yüksek gelmedi sadece bunun dışında beğendim,genel,pozitif
sesi çok yüksek gelmedi sadece bunun dışında beğendim,ses_goruntu,pozitif
severek kullanıyorum sarjı iyi gidiyor,batarya,pozitif
"sevgilime aldim cok sevdi canim sevgilim gule gule kullan , paketlemesi de guzeldi saglam geldi",kalite,pozitif
"sevgilime aldim cok sevdi canim sevgilim gule gule kullan , paketlemesi de guzeldi saglam geldi",ambalaj,pozitif
sevgilime aldim guzel ses duzeyi,ses_goruntu,pozitif
sevgilimin kulaklığı bozulmuştu ona aldım çok memnun paketlemesi falan da cok guzeldi,genel,pozitif
sevgilimin kulaklığı bozulmuştu ona aldım çok memnun paketlemesi falan da cok guzeldi,kalite,negatif
sevgilimin kulaklığı bozulmuştu ona aldım çok memnun paketlemesi falan da cok guzeldi,ambalaj,pozitif
sol kulaklık bir süre sonra ses kopmaları oldu,ses_goruntu,notr
"sol kulaklık çalışmadı, şarj almadı, aldığında da 10 dakika içinde bitti kısaca arızalı geldi gurgenclere götürdük yenisini verdiler eşime hediye almıştım doğum",kalite,negatif
"sol kulaklık çalışmadı, şarj almadı, aldığında da 10 dakika içinde bitti kısaca arızalı geldi gurgenclere götürdük yenisini verdiler eşime hediye almıştım doğum",batarya,negatif
sol kulaklığı kullanmadığım için denemelisin bugün maç seyrederken denedim çalışmıyor,genel,negatif
sordum ve ancli olduğu söylendi özelliklerde de anc olduğu yazıyor ama bana gelen ancsiz olandı.,ses_goruntu,notr
sorunsuz elime ulaştı,kargo,pozitif
süper hızlı gönderi kaliteli tavsiye ederim,genel,pozitif
süper hızlı gönderi kaliteli tavsiye ederim,kalite,pozitif
süpppper alın aldırın özellikler çok iyi,genel,pozitif
tam fotoğraftaki gibi geldi bana çok iyi tavsiye ediyorum,genel,pozitif
telefonu cebime atınca bağlantı kesik kesik geliyor,genel,negatif
urune bir lafim yok ancak trendyol ozensiz paketlemesi vardi urun sans eseri saglam geldi ayrica urunun garantisi 3 ay once baslamis ilettim bakalim yanit ne ol,kalite,pozitif
urune bir lafim yok ancak trendyol ozensiz paketlemesi vardi urun sans eseri saglam geldi ayrica urunun garantisi 3 ay once baslamis ilettim bakalim yanit ne ol,ambalaj,negatif
yani 6000 TL verdiğim kulaklık kulağımda durmuyor düşüyor saçma sapan bir tasarım ama işte aldık,genel,negatif
yani 6000 TL verdiğim kulaklık kulağımda durmuyor düşüyor saçma sapan bir tasarım ama işte aldık,fiyat,notr
yillardir bu kulakligi kullaniyorum sarji cok uzun sure gidiyor ve cok hizli sarj oluyor %100 memnuniyet garantili,genel,pozitif
yillardir bu kulakligi kullaniyorum sarji cok uzun sure gidiyor ve cok hizli sarj oluyor %100 memnuniyet garantili,batarya,pozitif
yorumlara bakarak aldım . ses kalitesi okadar iyi degil,ses_goruntu,negatif
yüksek ses bekleyen almasın boşuna. ayrıca kula içine tam yerleşmiyor.,ses_goruntu,negatif
ÇOK MEMNUN KALDIM,genel,pozitif
Çok beğendim Apple kalitesi,genel,pozitif
Çok beğendim Apple kalitesi,kalite,pozitif
Çok beğendim ses kalitesi de güzel,genel,pozitif
Çok beğendim ses kalitesi de güzel,ses_goruntu,pozitif
Çok beğendim ve hızlı da geldi :) ses kalitesi de çok güzel,genel,pozitif
Çok beğendim ve hızlı da geldi :) ses kalitesi de çok güzel,ses_goruntu,pozitif
Çok beğenerek kullanıyorum ses akisi Cok guzel👍,ses_goruntu,pozitif
Çok boğuk geliyor ses konuşurken karşıdaki asla duymuyor. Önermiyorum pişman oldum,genel,negatif
Çok boğuk geliyor ses konuşurken karşıdaki asla duymuyor. Önermiyorum pişman oldum,ses_goruntu,negatif
Çok güzel,genel,pozitif
Çok güzel bir kulaklık uzun süre de şarjı gidiyor çok beğendim,genel,pozitif
Çok güzel bir kulaklık uzun süre de şarjı gidiyor çok beğendim,batarya,pozitif
Çok güzel bir ürün ve kullanışlı,genel,pozitif
Çok güzel geldi paketleme çok güzel hızlı bir şekilde elime ulaştı sorunsuz ve orijinal tavsiye ediyorum,genel,pozitif
Çok güzel geldi paketleme çok güzel hızlı bir şekilde elime ulaştı sorunsuz ve orijinal tavsiye ediyorum,kargo,pozitif
Çok güzel geldi paketleme çok güzel hızlı bir şekilde elime ulaştı sorunsuz ve orijinal tavsiye ediyorum,kalite,pozitif
Çok güzel geldi paketleme çok güzel hızlı bir şekilde elime ulaştı sorunsuz ve orijinal tavsiye ediyorum,ambalaj,pozitif
Çok güzel gerçekten ses kalitesi harika. Sorunsuz bir şekilde geldi ben MediaMarkt satıcısından aldım indirimli olarak gerçekten muhteşem.,genel,pozitif
Çok güzel gerçekten ses kalitesi harika. Sorunsuz bir şekilde geldi ben MediaMarkt satıcısından aldım indirimli olarak gerçekten muhteşem.,fiyat,pozitif
Çok güzel gerçekten ses kalitesi harika. Sorunsuz bir şekilde geldi ben MediaMarkt satıcısından aldım indirimli olarak gerçekten muhteşem.,ses_goruntu,pozitif
Çok güzel iPhone kalitesiyle,kalite,pozitif
Çok güzel mesaj okuyor aramaları komutla açabiliyorsun  karşı tarafında şeninde sesin çok temiz ve güzel gidiyor,ses_goruntu,pozitif
Çok güzel paketlemesi de gayet güzel di,ambalaj,pozitif
Çok güzel ses kalitesi süper yalnızca dışarıya Aşırı derecede ses veriyor.,ses_goruntu,pozitif
Çok güzel sesi her şeyi çok teşekkür ederim bayıldım🩷iyiki almışım iyiki🌸🧁,genel,pozitif
Çok güzel sesi her şeyi çok teşekkür ederim bayıldım🩷iyiki almışım iyiki🌸🧁,ses_goruntu,pozitif
Çok güzel çok beğendim özenli kargo  güncelleme şarjı çabuk bitiyor,genel,pozitif
Çok güzel çok beğendim özenli kargo  güncelleme şarjı çabuk bitiyor,kargo,pozitif
Çok güzel çok beğendim özenli kargo  güncelleme şarjı çabuk bitiyor,batarya,negatif
Çok güzel çok memnunum alacaklara tavsiyem gürültü engelleyici özelliği olan kulaklık seçin,genel,pozitif
Çok güzel çok memnunum alacaklara tavsiyem gürültü engelleyici özelliği olan kulaklık seçin,ses_goruntu,pozitif
Çok güzeldi kullanımı çok iyi,genel,pozitif
Çok güzeldi tam istediğim gibi geldi,genel,pozitif
Çok hızlı bi şekilde gayet güzel paketlenmiş şekilde geldi süper tek sorun slikonsuz olması ben sonradan fark ettim ama alışıyosun,ambalaj,pozitif
Çok hızlı bir şekilde kargoya verildi. 2 günde elime ulaştı. Çok güzel sorunsuz bir şekilde geldi ✨🌸,kargo,pozitif
Çok hızlı geldi ve orijinalliğinden emin olabilirsiniz.,kargo,pozitif
Çok hızlı geldi ve orijinalliğinden emin olabilirsiniz.,kalite,pozitif
Çok iyi 3-4 gün gidiyor sarjı,batarya,pozitif
Çok iyi eşime hediye aldım sorınsuz çalıyor,genel,pozitif
Çok iyi fiyat,fiyat,pozitif
Çok iyi kardeşime hediye aldım. Aldıktan sonra indirime girdi 😑,fiyat,negatif
Çok iyi orijinal rahatlıkla alabilirsiniz ben kılıf da aldım,genel,pozitif
Çok iyi orijinal rahatlıkla alabilirsiniz ben kılıf da aldım,kalite,pozitif
Çok iyi paketleme kargolama her şey,kargo,pozitif
Çok iyi paketleme kargolama her şey,ambalaj,pozitif
Çok iyi sanki müzik kafamın içinde çalıyor mediamarkt satıcıdan aldım güzel paketlenmiş orijinal garanti vs sorun yoktu,kalite,pozitif
Çok iyi sanki müzik kafamın içinde çalıyor mediamarkt satıcıdan aldım güzel paketlenmiş orijinal garanti vs sorun yoktu,ambalaj,pozitif
Çok iyi ve nazik bir satıcı ilgisinden dolayı kendisine teşekkür ederiz komutanım,genel,pozitif
Çok iyi çok beğendim kocama teşekkür ederim,genel,pozitif
Çok iyi çok rahat sorunsuz ve hızlı kargo ..,kargo,pozitif
Çok iyi. Ses kalitesi ve basından oldukça memnunum.,genel,pozitif
Çok iyi. Ses kalitesi ve basından oldukça memnunum.,ses_goruntu,pozitif
Çok kullanmadım  şimdilik iyi gibi kargo özenliydi,kargo,pozitif
Çok kötü bir ürün sesi dışarı veriyor iade ettim hala değerlendirmede kaç gün geçti almayın aldırmayın,genel,negatif
Çok kötü bir ürün sesi dışarı veriyor iade ettim hala değerlendirmede kaç gün geçti almayın aldırmayın,ses_goruntu,negatif
Çok memnun kaldım harika kulaklık,genel,pozitif
Çok memnunum,genel,pozitif
Çok minimal küçük sesi mükemmel veriyor anc mi bu mu diye düşündüm ben ancsiz aldım ve memnun kaldım güzel gerçekten tek sıkıntısı özensiz paketleme teknolojik,genel,pozitif
Çok minimal küçük sesi mükemmel veriyor anc mi bu mu diye düşündüm ben ancsiz aldım ve memnun kaldım güzel gerçekten tek sıkıntısı özensiz paketleme teknolojik,ses_goruntu,negatif
Çok minimal küçük sesi mükemmel veriyor anc mi bu mu diye düşündüm ben ancsiz aldım ve memnun kaldım güzel gerçekten tek sıkıntısı özensiz paketleme teknolojik,ambalaj,negatif
"Çok severek aldığım bu kulaklığı ilk başta aldığımda farketmemiştim , eşimle konuşurken eşim bana sürekli sesin ilk başlarda cızırtılı geliyor demişti aldırış e",ses_goruntu,negatif
Çok uygun fiyata yakaladım çok teşekkürler hızlı bir şekilde geldi. Apple kalitesi gayet güzel memnunum.,genel,pozitif
Çok uygun fiyata yakaladım çok teşekkürler hızlı bir şekilde geldi. Apple kalitesi gayet güzel memnunum.,kalite,pozitif
Çok uygun fiyata yakaladım çok teşekkürler hızlı bir şekilde geldi. Apple kalitesi gayet güzel memnunum.,fiyat,pozitif
Çok üst düzey bir sesi yok normal derecede iyi,ses_goruntu,notr
Öncelikle original olarak satılan ürünü 22 kasımda satın aldım garanti süresi 06.2024 de doluyor olarak görünüyor garanti süresini bir kenara bıraktım şarj ediy,batarya,notr
Öncelikle ürün orijinal. Daha önce farklı kulaklıklar kullandım. Yaklaşık 1 ay önce satın aldım. Yorum ve değerlendirmeleri de incelemiştim. Ya yorumu yapanlar,kalite,pozitif
Ürunu begendim fakat bazen sesimin karsi tarafa boguk gittigini soylediler umarim urun disi bir durumdan kaynaklidir onun disinda bence gayet yeterli ve iyi,genel,pozitif
Ürunu begendim fakat bazen sesimin karsi tarafa boguk gittigini soylediler umarim urun disi bir durumdan kaynaklidir onun disinda bence gayet yeterli ve iyi,ses_goruntu,negatif
Ürün 2 günde elime ulaştı. Orijinal kapalı kutusunda geldi. Ses kalitesi mükemmel yalnız müzik dinlerken kısa süreli ses gidip geliyor. Elektronik arızası var .,genel,pozitif
Ürün 2 günde elime ulaştı. Orijinal kapalı kutusunda geldi. Ses kalitesi mükemmel yalnız müzik dinlerken kısa süreli ses gidip geliyor. Elektronik arızası var .,kargo,pozitif
Ürün 2 günde elime ulaştı. Orijinal kapalı kutusunda geldi. Ses kalitesi mükemmel yalnız müzik dinlerken kısa süreli ses gidip geliyor. Elektronik arızası var .,ses_goruntu,pozitif
Ürün 2 günde elime ulaştı. Orijinal kapalı kutusunda geldi. Ses kalitesi mükemmel yalnız müzik dinlerken kısa süreli ses gidip geliyor. Elektronik arızası var .,ambalaj,pozitif
Ürün Orjinal Pakatleme özenle yapılmış Sağ salim elime ılaştı Ayrıca Sipariş Ettim 20 dk sonra Kargodan mesaj geldi hiç bu kadar hızlı kargolayan firma görmedim,kargo,pozitif
Ürün Orjinal Pakatleme özenle yapılmış Sağ salim elime ılaştı Ayrıca Sipariş Ettim 20 dk sonra Kargodan mesaj geldi hiç bu kadar hızlı kargolayan firma görmedim,kalite,pozitif
"Ürün ambalajsız geldi, üstelik fatura tarihim 12.05 garanti bitiş tarihim 03.05.",ambalaj,notr
Ürün arızalı geldi değişime gönderdin servise gönderdiler servis kutudan çıkan garanti tarihi ile Apple‘daki garanti tarihi aynı olmadığı için onarım yapmıyor g,kalite,negatif
"Ürün arızalı çıktı yetkili servis raporu istendi aldım ama Trendyol hala destek olmuyor, bir daha asla buradan sipariş vermem yasal haklarımı arayacağım",kalite,negatif
Ürün beğendim orjinalliğini kontrol ettim yorumuma ekleme yapıyorum kullanmaya başladım ses kalitesini beğenmedim müzik dinlerlen boğuk boğuk geliyor ayrıca tel,genel,pozitif
Ürün beğendim orjinalliğini kontrol ettim yorumuma ekleme yapıyorum kullanmaya başladım ses kalitesini beğenmedim müzik dinlerlen boğuk boğuk geliyor ayrıca tel,ses_goruntu,negatif
Ürün bozuk aramaları  cevaplamıyor aslan Telekom ürünün arkasında durmuyor,genel,negatif
Ürün bozuk aramaları  cevaplamıyor aslan Telekom ürünün arkasında durmuyor,kalite,negatif
Ürün bozuk yollandı apple müşteri hizmetletinden defalarca yardım almama rağmen bluetoothu görmüyor,genel,negatif
Ürün bozuk yollandı apple müşteri hizmetletinden defalarca yardım almama rağmen bluetoothu görmüyor,kalite,negatif
Ürün bozuldu servis benim hatam olduğunu söylüyor kullanmadım bile kesinlikle almayın!!,genel,negatif
Ürün bozuldu servis benim hatam olduğunu söylüyor kullanmadım bile kesinlikle almayın!!,kalite,negatif
Ürün dün elime ulaştı kargolama güzeldi hızlı teslimat oldu uygun fiyatlı şimdiye kadar kullandığım en iyi kulaklık diyebilirim bas sistemi çok güzel sesi çok n,kargo,pozitif
Ürün dün elime ulaştı kargolama güzeldi hızlı teslimat oldu uygun fiyatlı şimdiye kadar kullandığım en iyi kulaklık diyebilirim bas sistemi çok güzel sesi çok n,fiyat,pozitif
Ürün dün elime ulaştı kargolama güzeldi hızlı teslimat oldu uygun fiyatlı şimdiye kadar kullandığım en iyi kulaklık diyebilirim bas sistemi çok güzel sesi çok n,ses_goruntu,pozitif
Ürün elime geçtikten sonra garanti süresini sorguladım. 6 ay önce başladığını gördüm. Konu ile ilgili net bir dönüş sağlanmadı. Onun dışında herhangi bir sıkınt,genel,negatif
Ürün elime hızlı ulaştı orjinal ürün ben gareti olsun diye trendyol satıcısından aldım gayet güzel bir kulaklık sesi olsun rahatlığı olsun alabilirsinix,kalite,pozitif
Ürün elime hızlı ulaştı orjinal ürün ben gareti olsun diye trendyol satıcısından aldım gayet güzel bir kulaklık sesi olsun rahatlığı olsun alabilirsinix,ses_goruntu,pozitif
Ürün elime hızlı ulaştı satıcıya teşekkürler,genel,pozitif
Ürün elime ulaştı. Gayet kullanışlı bir cihaz. Kargo paketlemesi iyiydi ama daha korunaklı olabilir. Onun dışında cihaz orjinal .,kargo,pozitif
Ürün elime ulaştı. Gayet kullanışlı bir cihaz. Kargo paketlemesi iyiydi ama daha korunaklı olabilir. Onun dışında cihaz orjinal .,kalite,pozitif
Ürün elime ulaştı. Gayet kullanışlı bir cihaz. Kargo paketlemesi iyiydi ama daha korunaklı olabilir. Onun dışında cihaz orjinal .,ambalaj,pozitif
Ürün elime çok hızlıca ulaştı ayrıca çok kaliteli ve sesi çok güzel istediğiniz kadar yükseklikte kaliteli ürün çok teşekkür ederim kolay gelsin hayırlı güzel s,kalite,pozitif
Ürün elime çok hızlıca ulaştı ayrıca çok kaliteli ve sesi çok güzel istediğiniz kadar yükseklikte kaliteli ürün çok teşekkür ederim kolay gelsin hayırlı güzel s,ses_goruntu,pozitif
Ürün elimize ulaştı fakat sağ teki arızalı. İade işlemlerini başlattık. Umarım değişimi kolay şekilde gerçekleşir. Ürünümün yenisi ile değişmesi halinde yorumu,kalite,negatif
Ürün gayet güzel ve hızlı  geldi baya memnun kaldım,genel,pozitif
Ürün gayet güzel ve hızlı  geldi baya memnun kaldım,kargo,pozitif
Ürün gayet kaliteli ve şık küçük olması ayrı bir avantaj,kalite,pozitif
Ürün geldi bağlantı sorunu yaşıyorum ve kulaklıkla müzik dinlerken kulaklığın içinden ses geliyor bunu söylediğim halde servise gönderin diyorlar ben sıfır ürün,ses_goruntu,negatif
