yorum,aspect,sentiment
ayyy cok sevdimmm,genel,pozitif
bazen sesi ortada takı kalıyo  ve telefonda da acilmiyo,ses_goruntu,notr
bağlantı kopmaları yaşıyorum sürekli ama fiyatına göre çok iyi 1 ay oldu alalı hiç şarjı bitmedi,fiyat,pozitif
bağlantı kopmaları yaşıyorum sürekli ama fiyatına göre çok iyi 1 ay oldu alalı hiç şarjı bitmedi,batarya,negatif
bağlantı noktasında mı sorun var emin değilim ama 2. günden sonra şarj almamaya başladı kulaklık ile kutu arasında temas sorunu var galiba maalesef iade ya,batarya,negatif
beklediğim den iyi çıktı ses kalitesi olsun ürün kalitesi olsun muhteşem almanizi tavsiye ederim,genel,pozitif
beklediğim den iyi çıktı ses kalitesi olsun ürün kalitesi olsun muhteşem almanizi tavsiye ederim,kalite,pozitif
beklediğim den iyi çıktı ses kalitesi olsun ürün kalitesi olsun muhteşem almanizi tavsiye ederim,ses_goruntu,pozitif
ben aldıktan sonra fiyatı düştü,fiyat,negatif
beğenerek aldim ses çok güzel cikiyo tavsiye ederim,genel,pozitif
beğenerek aldim ses çok güzel cikiyo tavsiye ederim,ses_goruntu,pozitif
beğenmedim ses kalitesi düşük ve çenemi oynarsam duruyo müzik,ses_goruntu,negatif
beğenmedim. birini ariyorsun 3 kere çaldı diyelim kapatmak istiyorsun istediğin kadar dokun kapatmıyor. görüşme esnasında kapatıyor. beğenmedim başkasına hayrın,ses_goruntu,notr
bir süre kullandıktan sonra bir tarafı gitti ve diğer tarafında bir cızırtı var,ses_goruntu,negatif
birkaç ay kullandım sol çalışmıyor (garantiye göndereceğim) yolda yürürken ses kesik kesik geliyor,ses_goruntu,negatif
bravo size işini çok iyi yapıyorsunuz bize bin TL ye kayın ücret odettitip içine kablo bile koymaya tenezzül bile etmiyorsunuz ben nereden bulucam buna kabloyu,fiyat,pozitif
bravo size işini çok iyi yapıyorsunuz bize bin TL ye kayın ücret odettitip içine kablo bile koymaya tenezzül bile etmiyorsunuz ben nereden bulucam buna kabloyu,batarya,pozitif
bu fiyata alınacak en iyi kulaklıkdır,fiyat,pozitif
bu üründen 3 tane aldım tam olarak 3 tane ilk gelen kutusndsn açtığım gibi sağ taraftan ses gelmiyordu iade ettim 2. si ı nasıl olduysa bir anda kulaklığın iki,genel,negatif
bu üründen 3 tane aldım tam olarak 3 tane ilk gelen kutusndsn açtığım gibi sağ taraftan ses gelmiyordu iade ettim 2. si ı nasıl olduysa bir anda kulaklığın iki,ses_goruntu,negatif
bu üründen 3 tane aldım tam olarak 3 tane ilk gelen kutusndsn açtığım gibi sağ taraftan ses gelmiyordu iade ettim 2. si ı nasıl olduysa bir anda kulaklığın iki,ambalaj,negatif
bu ürünü kimse almasın Bluetoothta görmüyor telefon haberiniz olsun.,genel,negatif
buds 4 lite vardı 10 numaraydı bunu beyenemedim,genel,notr
bugun elime ulastı gerçekten bu kadarını beklemiyordum ses kalitesi fln harika bukadar ucuz olupta çok pahalı kulaklıkta değer bence sadece daha arama yapamadım,genel,pozitif
bugun elime ulastı gerçekten bu kadarını beklemiyordum ses kalitesi fln harika bukadar ucuz olupta çok pahalı kulaklıkta değer bence sadece daha arama yapamadım,fiyat,negatif
bugun elime ulastı gerçekten bu kadarını beklemiyordum ses kalitesi fln harika bukadar ucuz olupta çok pahalı kulaklıkta değer bence sadece daha arama yapamadım,ses_goruntu,pozitif
cihaz arızalı sol kulaklik yüzde 90 dan fazla şarj almıyor 5 dk sonra bitiyor temsilcilerin yanlış yonlendirmesiyle bosa geçen 1 aylik bir iade talep süreci olu,kalite,negatif
cihaz arızalı sol kulaklik yüzde 90 dan fazla şarj almıyor 5 dk sonra bitiyor temsilcilerin yanlış yonlendirmesiyle bosa geçen 1 aylik bir iade talep süreci olu,batarya,negatif
cop gibi boş yere para vermeyin,fiyat,negatif
daha 1 yıl oldu ses kalitesi düştü garanti bitti ürün orijinal diye aldım ama anlamadom,ses_goruntu,notr
"dikkat edin ürün sahte,almayın",genel,negatif
"dikkat edin ürün sahte,almayın",kalite,negatif
diğer tip kulaklıklara göre düşük bir ses kalitesi var ve kulaklıktan gelen müzik sesi çok dışarı çıkıyor,ses_goruntu,negatif
dışarı baya ses veriyor ses kalitesi orta,ses_goruntu,negatif
dışarı çok ses veriyor,ses_goruntu,negatif
"evimin sessizliğinden ayrıldığım anda doğru düzgün bir şey duyamıyorum, ses seviyesi aşırı yetersiz. kendim duyamıyorum diye sesi fulleyip etrafımdakilere müzik",ses_goruntu,notr
eşime aldım gayet iyi ve kullanışlı,genel,pozitif
fazlasıyla beğendim günümü kolaylaştırıyor,genel,pozitif
fena değil,genel,pozitif
fiyat performans olarak ürün Gayet iyi çok şey beklemeyeceksiniz konuşabilirsiniz İyi de duyarsınız tavsiye ederim,genel,pozitif
fiyat performans olarak ürün Gayet iyi çok şey beklemeyeceksiniz konuşabilirsiniz İyi de duyarsınız tavsiye ederim,fiyat,pozitif
fiyat performans ses kalitesi gayet yeterli şarjıda iyi dayanıyor bu fiyata düşünmeden alınıcak ürün (ıphone telefonlarsa ses daha yüksek çıkıyor),fiyat,pozitif
fiyat performans ses kalitesi gayet yeterli şarjıda iyi dayanıyor bu fiyata düşünmeden alınıcak ürün (ıphone telefonlarsa ses daha yüksek çıkıyor),batarya,pozitif
fiyat performans ses kalitesi gayet yeterli şarjıda iyi dayanıyor bu fiyata düşünmeden alınıcak ürün (ıphone telefonlarsa ses daha yüksek çıkıyor),ses_goruntu,pozitif
fiyat performansı,fiyat,pozitif
fiyata göre pek iyi değil sesi net değil garantili olması hicaz rahatlatıcı en azından bişey olursa yaptirabiliriz diye düşünüyorum,fiyat,negatif
fiyata göre pek iyi değil sesi net değil garantili olması hicaz rahatlatıcı en azından bişey olursa yaptirabiliriz diye düşünüyorum,ses_goruntu,negatif
fiyatina gore mukemmel ses kalitesi herkesi tatmin etmeyebilir ama gayet iş görür,genel,pozitif
fiyatina gore mukemmel ses kalitesi herkesi tatmin etmeyebilir ama gayet iş görür,fiyat,pozitif
fiyatina gore mukemmel ses kalitesi herkesi tatmin etmeyebilir ama gayet iş görür,ses_goruntu,pozitif
garanti süresi 2 yıl yazıyor ama 6 aydan az kalmıştı. İade etmek istedigimde trendyol benden ücret kesintisi yapacagını belirtti. Hem satıcıdan hem trendyoldan,fiyat,negatif
garantisi çok erken başlatılmış neredeyse bir yıl kadar yetkili servisle görüştüm servise gönderdim 21 iş günü beklemem gerektiğini söylediler bu paraya bu hizm,fiyat,pozitif
gerçekten cok guzel kutulu eksiksiz bi şekilde elime ulaştı,kargo,pozitif
gerçekten cok guzel kutulu eksiksiz bi şekilde elime ulaştı,ambalaj,pozitif
guzel ındırımdeydı,fiyat,notr
görüntüsü güzel. sesi orta düzey. kibar,ses_goruntu,pozitif
güzel aldığımdan beri kere tek şarja taktım 1 aydır aldım ürünü gürültü de önlüyor kulakdan da düşmüyor kolay kolay.,batarya,pozitif
güzel aldığımdan beri kere tek şarja taktım 1 aydır aldım ürünü gürültü de önlüyor kulakdan da düşmüyor kolay kolay.,ses_goruntu,pozitif
güzel begendim kullandıkça gorucez,genel,pozitif
güzel beklediğimden iyi geldi gayet sağlam hic birinde sorun yok şuanlık biraz kullanayım herhangi bir sorun cikarsa yorumumu guncellerim ama bence gayet iyi,kalite,pozitif
güzel bi kulaklık sorunsuz geldi teşekkürler,genel,pozitif
güzel mükemmel değil ama ortanın bir tık üstü seviyede,genel,pozitif
güzel ses yüksek iyi,ses_goruntu,pozitif
güzel tabii klasik apple musluğa düşürdüm tık demedi pratik kulakta tutuşu güzel,genel,pozitif
güzel ürün kaliteli lakin bir jarj kablosu yok koymamışlar,kalite,pozitif
hafif cızırtı var gibi umarım bozuk değildir onun dışında kargo hızlı geldi,genel,negatif
hafif cızırtı var gibi umarım bozuk değildir onun dışında kargo hızlı geldi,kargo,pozitif
hafif cızırtı var gibi umarım bozuk değildir onun dışında kargo hızlı geldi,kalite,negatif
hafif cızırtı var gibi umarım bozuk değildir onun dışında kargo hızlı geldi,ses_goruntu,negatif
harika ürün telefonunuz xiomi ise kesinlikle tavsiye ederim,genel,pozitif
"hasarsiz geldi, seri numarasini sorgulattim orijinal. sadece paketlemesi hic hos degildi👎🏻 en azindan patpata sarilabilirdi direkt kutunun icinde geldi allaht",kalite,pozitif
"hasarsiz geldi, seri numarasini sorgulattim orijinal. sadece paketlemesi hic hos degildi👎🏻 en azindan patpata sarilabilirdi direkt kutunun icinde geldi allaht",ambalaj,notr
hiç memnun değilim karşı tarafa ses gitmiyor,genel,negatif
hiç memnun değilim karşı tarafa ses gitmiyor,ses_goruntu,negatif
hızlı geldi harika...oyun için almistim ses çok sonradan geliyor...fakat muzik dinlemek için ideal...iade edeceğim.,genel,negatif
hızlı geldi harika...oyun için almistim ses çok sonradan geliyor...fakat muzik dinlemek için ideal...iade edeceğim.,kargo,pozitif
hızlı geldi harika...oyun için almistim ses çok sonradan geliyor...fakat muzik dinlemek için ideal...iade edeceğim.,ses_goruntu,pozitif
hızlı sağlam teslimat ses kalitesi güzel teşekkürler,kargo,pozitif
hızlı sağlam teslimat ses kalitesi güzel teşekkürler,ses_goruntu,pozitif
ilk yıl dolmadan gayet iyi şarjı güzel gidiyor ama 11 ay sonra çöp,batarya,negatif
ipone 11 e uyum sağlamıyor almak isteyenler kimse beni uyarmadı mağdur oldum siz almayın sakın,genel,negatif
ipone 11 e uyum sağlamıyor almak isteyenler kimse beni uyarmadı mağdur oldum siz almayın sakın,kalite,pozitif
iyi hos guzel ama 2 kulakligida ayni anda calistiramadim. sifirlama yaptim tekrar eslestirdim ama olmadi baska bir yolu varmi yoksa,genel,pozitif
iyi ki almışım dedim,genel,pozitif
içinde şarja atit bişey yoktu,batarya,notr
kablo gelmedi,batarya,notr
kaliteli kulaklık kullanan birisi için alt sınıf ürünü olabilir kulaklık bass zayıf tiz zayıf uzun süre taktığın zaman rahatsız da ediyor. fiyatına göre idare e,kalite,pozitif
kaliteli kulaklık kullanan birisi için alt sınıf ürünü olabilir kulaklık bass zayıf tiz zayıf uzun süre taktığın zaman rahatsız da ediyor. fiyatına göre idare e,fiyat,pozitif
kaliteli kulaklık kullanan birisi için alt sınıf ürünü olabilir kulaklık bass zayıf tiz zayıf uzun süre taktığın zaman rahatsız da ediyor. fiyatına göre idare e,ses_goruntu,pozitif
kaliteli ve güzel,kalite,pozitif
kapağı sorunlu geldi aldıktan hemen sonra 1000 lira indirime girdi.,kalite,notr
kapağı sorunlu geldi aldıktan hemen sonra 1000 lira indirime girdi.,fiyat,negatif
kardeşime hediye aldım çok mutlu oldu,genel,pozitif
"kaç defa aldım,pişmanlık. 2 ay ancak götürüyor boşa para",genel,negatif
"kaç defa aldım,pişmanlık. 2 ay ancak götürüyor boşa para",fiyat,negatif
"kesinlikle almayın Android cihazımda düzgün çalışmadı. Hata verdi ilk bağlantıyı yaparken.  Kulağa tam oturmuyor, spor koşu yürüyüş vs yaparken çok rahat düşüyo",genel,negatif
konuşurken dışardaki sesler karşıya gidiyor pek anlasamiyoruz onun harici müzik dinlerken iyi,genel,pozitif
kualklikta şarz kablosu çıkmadı,genel,negatif
kulaklik geldi fakat sol kulaklik calismiyor hic ses yok iade  talebi olusturdum sonucu bekliyorum,ses_goruntu,negatif
kulaklık güzel ama sesi biraz az yani oyun için pubg için jbl öneririm,ses_goruntu,notr
kulaklığı telefona bağlayıp kurmak çok kolay. uygulamasından da sesinin ayarlandığı zaman  ses kalitesi çok iyi oluyor. kulaklığın ucununda tıkaç gibi olmasında,ses_goruntu,pozitif
kulakta düzgün durmuyor,genel,negatif
kullanışlı ürün uygun fiyata aldım beğenerek kullanıyorum,fiyat,pozitif
kutum açık geldi bu nasıl rezillik böyle,ambalaj,negatif
kutunun içinden şarz cihazı çıkmadı,genel,negatif
kutusu hasarlı geldi iade etmeme rağmen iade talebim reddildi tavsiye etmiyorum,genel,negatif
kutusu hasarlı geldi iade etmeme rağmen iade talebim reddildi tavsiye etmiyorum,ambalaj,negatif
kızım için aldım,genel,notr
"mediamarkt bana bozuk urun gonderdi, kulakligin dokunmatigi calismiyor ve butun sesi disariya veriyor. mediamarkta gittim ve bir ton ugrastiktan sonra gonderdik",genel,negatif
"mediamarkt bana bozuk urun gonderdi, kulakligin dokunmatigi calismiyor ve butun sesi disariya veriyor. mediamarkta gittim ve bir ton ugrastiktan sonra gonderdik",kalite,negatif
"mediamarkt bana bozuk urun gonderdi, kulakligin dokunmatigi calismiyor ve butun sesi disariya veriyor. mediamarkta gittim ve bir ton ugrastiktan sonra gonderdik",ses_goruntu,negatif
merhaba ürün elime bugün ulaştı ama garanti süresi 20 haziran 2025 te bitecek görünüyor yardımcı olur musunuz,genel,negatif
müzik dinlemek için almıştım ama ses boğuk geliyor ugyulamayi indirip duzletmeye calistim ama uygulama da çöp bir işe yaramiyor bu yuzden iadeee bununla mi ugra,ses_goruntu,negatif
müzik dinlemek için gayet iyi şarj süresi çok iyi ancak konuşma konuşunda karşı tarafa ses iletimi çok kötü çevre sesi iletiyor konuşan kişinin sesi bozuk şekil,genel,negatif
müzik dinlemek için gayet iyi şarj süresi çok iyi ancak konuşma konuşunda karşı tarafa ses iletimi çok kötü çevre sesi iletiyor konuşan kişinin sesi bozuk şekil,kalite,negatif
müzik dinlemek için gayet iyi şarj süresi çok iyi ancak konuşma konuşunda karşı tarafa ses iletimi çok kötü çevre sesi iletiyor konuşan kişinin sesi bozuk şekil,batarya,pozitif
müzik dinlemek için gayet iyi şarj süresi çok iyi ancak konuşma konuşunda karşı tarafa ses iletimi çok kötü çevre sesi iletiyor konuşan kişinin sesi bozuk şekil,ses_goruntu,negatif
müzik dinlerken normal ama konuşmada beş kuruş etmez karşı tarafın sesini hiç duymuyorum,genel,negatif
müzik dinlerken normal ama konuşmada beş kuruş etmez karşı tarafın sesini hiç duymuyorum,ses_goruntu,negatif
"ofiste bu kulağımdayken telefondaki arkadaşım beni duymadığını söyledi , dizi izlerken ekranı kapatınca bazen ses kapanıyor video devam ediyor, fiyat olarak asl",fiyat,notr
"ofiste bu kulağımdayken telefondaki arkadaşım beni duymadığını söyledi , dizi izlerken ekranı kapatınca bazen ses kapanıyor video devam ediyor, fiyat olarak asl",ses_goruntu,notr
orijinal ürün ses kalitesi iyi,ses_goruntu,pozitif
oğlumun sürekli kullandığı marka beğeniyor,genel,pozitif
paketleme kötüydü bu konuda hiç beğenmedim deneyip çalışıp çalışmadığınada bakacağım,ambalaj,negatif
paketleme ve kargo hızı mükemmel sesi az çıkıyordu fakat ayarlardan hareket kısmınd herhangi bir şey atayın ses artırmaya sesi çok iyi oluyor bilginize,genel,pozitif
paketleme ve kargo hızı mükemmel sesi az çıkıyordu fakat ayarlardan hareket kısmınd herhangi bir şey atayın ses artırmaya sesi çok iyi oluyor bilginize,kargo,negatif
paketleme ve kargo hızı mükemmel sesi az çıkıyordu fakat ayarlardan hareket kısmınd herhangi bir şey atayın ses artırmaya sesi çok iyi oluyor bilginize,ses_goruntu,negatif
paketleme ve kargo hızı mükemmel sesi az çıkıyordu fakat ayarlardan hareket kısmınd herhangi bir şey atayın ses artırmaya sesi çok iyi oluyor bilginize,ambalaj,negatif
performans i çok iyi fiyatına göre,fiyat,pozitif
rahat konuşamıyorum. karşı taraf sesin çok az ve kötü geldiğini söylüyor. iade etmediğim için pişmanım.,genel,negatif
rahat konuşamıyorum. karşı taraf sesin çok az ve kötü geldiğini söylüyor. iade etmediğim için pişmanım.,ses_goruntu,negatif
redminini active buds 6 ve play kulaklıklarını kullandım ikisindede bir problem var kulakta sabit kalmıyorlarlar yapışmıyorlar kulağa 10 dk sonra yolda yürürken,genel,negatif
ses kalitesi asırı iyi duruşu da güzel bence ben çok sevdim paketlemesi de güzeldi sıfır ürün🎀💗,ses_goruntu,pozitif
ses kalitesi asırı iyi duruşu da güzel bence ben çok sevdim paketlemesi de güzeldi sıfır ürün🎀💗,ambalaj,pozitif
"ses kalitesi biraz düşük, çabuk arıza verebiliyor.",ses_goruntu,notr
ses kalitesi dışarıya yansıyan ses kalitesi güzel iyi fakat telefonla konuşma sırasında karşı tarafa ses iyi gitmiyor anlaşılmıyor giden ses,ses_goruntu,negatif
ses kalitesi falan mükemmel herkese tavsiye ederim ben severek kullanıyorum,genel,pozitif
ses kalitesi falan mükemmel herkese tavsiye ederim ben severek kullanıyorum,ses_goruntu,pozitif
ses kalitesi güzel konuşurkende güzel komut verebilme özelliğini seviyorum,ses_goruntu,pozitif
"ses kalitesi iyi, dışarıdayken telefonla görüşürken ses iyi gitmiyor ama etrafta ses yoksa iyi iletiyor sesi. fiyat performans kısaca gayet iyi",fiyat,pozitif
"ses kalitesi iyi, dışarıdayken telefonla görüşürken ses iyi gitmiyor ama etrafta ses yoksa iyi iletiyor sesi. fiyat performans kısaca gayet iyi",ses_goruntu,negatif
"ses kalitesi sık sık boğuklaşıyor, bağlantıyı kesip bekleyip tekrar bağlanınca düzeliyor gibi. idare eder abartmaya hiç gerek olmayan bi kulaklık",ses_goruntu,negatif
"ses kalitesi çok iyi , Xiaomi 15 ultra ile sorunsuz çalışıyor.",ses_goruntu,pozitif
ses kalitesi çok iyi değil kulağa biraz zor oturuyor parasına alınırmı bilmiyorum onun dışında iyi aşırı pişman değilim.,genel,negatif
ses kalitesi çok iyi değil kulağa biraz zor oturuyor parasına alınırmı bilmiyorum onun dışında iyi aşırı pişman değilim.,fiyat,negatif
ses kalitesi çok iyi değil kulağa biraz zor oturuyor parasına alınırmı bilmiyorum onun dışında iyi aşırı pişman değilim.,ses_goruntu,negatif
ses kalitesini beğenmedim,ses_goruntu,notr
ses muhendısıyım ses kalitesi tizler ve mid tizler yuksek basslar cok şiddetli degil ama bu fiyata alınabılır apple bir cihazınız varsa,fiyat,notr
ses muhendısıyım ses kalitesi tizler ve mid tizler yuksek basslar cok şiddetli degil ama bu fiyata alınabılır apple bir cihazınız varsa,ses_goruntu,notr
ses seviyesi yetersiz,ses_goruntu,negatif
ses çok kısık geliyor. bu açıdan kötü. şarjı uzun süre gidiyor ama dur ya dünyadan soyutlanmak için müzik dinleyeyim kulaklığı değil,batarya,notr
ses çok kısık geliyor. bu açıdan kötü. şarjı uzun süre gidiyor ama dur ya dünyadan soyutlanmak için müzik dinleyeyim kulaklığı değil,ses_goruntu,negatif
sesi az fiyatina gore iyi degil,fiyat,negatif
sesi az fiyatina gore iyi degil,ses_goruntu,negatif
sesi az geliyor,ses_goruntu,negatif
sesi cok az,ses_goruntu,negatif
sesi çok az,ses_goruntu,negatif
sesi çok kötü birde iadeyi kabul etmediler,genel,negatif
sesi çok kötü birde iadeyi kabul etmediler,ses_goruntu,negatif
"sevgilime aldim cok sevdi canim sevgilim gule gule kullan , paketlemesi de guzeldi saglam geldi",kalite,pozitif
"sevgilime aldim cok sevdi canim sevgilim gule gule kullan , paketlemesi de guzeldi saglam geldi",ambalaj,pozitif
sevgilime aldim guzel ses duzeyi,ses_goruntu,pozitif
sol kulaklık bir süre sonra ses kopmaları oldu,ses_goruntu,notr
"sol kulaklık çalışmadı, şarj almadı, aldığında da 10 dakika içinde bitti kısaca arızalı geldi gurgenclere götürdük yenisini verdiler eşime hediye almıştım doğum",kalite,negatif
"sol kulaklık çalışmadı, şarj almadı, aldığında da 10 dakika içinde bitti kısaca arızalı geldi gurgenclere götürdük yenisini verdiler eşime hediye almıştım doğum",batarya,negatif
sol kulaklığı kullanmadığım için denemelisin bugün maç seyrederken denedim çalışmıyor,genel,negatif
sordum ve ancli olduğu söylendi özelliklerde de anc olduğu yazıyor ama bana gelen ancsiz olandı.,ses_goruntu,notr
süper hızlı gönderi kaliteli tavsiye ederim,genel,pozitif
süper hızlı gönderi kaliteli tavsiye ederim,kalite,pozitif
süpppper alın aldırın özellikler çok iyi,genel,pozitif
tam fotoğraftaki gibi geldi bana çok iyi tavsiye ediyorum,genel,pozitif
telefonu cebime atınca bağlantı kesik kesik geliyor,genel,negatif
urune bir lafim yok ancak trendyol ozensiz paketlemesi vardi urun sans eseri saglam geldi ayrica urunun garantisi 3 ay once baslamis ilettim bakalim yanit ne ol,kalite,pozitif
urune bir lafim yok ancak trendyol ozensiz paketlemesi vardi urun sans eseri saglam geldi ayrica urunun garantisi 3 ay once baslamis ilettim bakalim yanit ne ol,ambalaj,negatif
yillardir bu kulakligi kullaniyorum sarji cok uzun sure gidiyor ve cok hizli sarj oluyor %100 memnuniyet garantili,genel,pozitif
yillardir bu kulakligi kullaniyorum sarji cok uzun sure gidiyor ve cok hizli sarj oluyor %100 memnuniyet garantili,batarya,pozitif
yüksek ses bekleyen almasın boşuna. ayrıca kula içine tam yerleşmiyor.,ses_goruntu,negatif
Çok beğendim ses kalitesi de güzel,genel,pozitif
Çok beğendim ses kalitesi de güzel,ses_goruntu,pozitif
Çok beğendim ve hızlı da geldi :) ses kalitesi de çok güzel,genel,pozitif
Çok beğendim ve hızlı da geldi :) ses kalitesi de çok güzel,ses_goruntu,pozitif
Çok boğuk geliyor ses konuşurken karşıdaki asla duymuyor. Önermiyorum pişman oldum,genel,negatif
Çok boğuk geliyor ses konuşurken karşıdaki asla duymuyor. Önermiyorum pişman oldum,ses_goruntu,negatif
Çok güzel,genel,pozitif
Çok güzel bir ürün ve kullanışlı,genel,pozitif
Çok güzel geldi paketleme çok güzel hızlı bir şekilde elime ulaştı sorunsuz ve orijinal tavsiye ediyorum,genel,pozitif
Çok güzel geldi paketleme çok güzel hızlı bir şekilde elime ulaştı sorunsuz ve orijinal tavsiye ediyorum,kargo,pozitif
Çok güzel geldi paketleme çok güzel hızlı bir şekilde elime ulaştı sorunsuz ve orijinal tavsiye ediyorum,kalite,pozitif
Çok güzel geldi paketleme çok güzel hızlı bir şekilde elime ulaştı sorunsuz ve orijinal tavsiye ediyorum,ambalaj,pozitif
Çok güzel iPhone kalitesiyle,kalite,pozitif
Çok güzel paketlemesi de gayet güzel di,ambalaj,pozitif
Çok güzel ses kalitesi süper yalnızca dışarıya Aşırı derecede ses veriyor.,ses_goruntu,pozitif
Çok güzel sesi her şeyi çok teşekkür ederim bayıldım🩷iyiki almışım iyiki🌸🧁,genel,pozitif
Çok güzel sesi her şeyi çok teşekkür ederim bayıldım🩷iyiki almışım iyiki🌸🧁,ses_goruntu,pozitif
Çok güzel çok beğendim özenli kargo  güncelleme şarjı çabuk bitiyor,genel,pozitif
Çok güzel çok beğendim özenli kargo  güncelleme şarjı çabuk bitiyor,kargo,pozitif
Çok güzel çok beğendim özenli kargo  güncelleme şarjı çabuk bitiyor,batarya,negatif
Çok güzel çok memnunum alacaklara tavsiyem gürültü engelleyici özelliği olan kulaklık seçin,genel,pozitif
Çok güzel çok memnunum alacaklara tavsiyem gürültü engelleyici özelliği olan kulaklık seçin,ses_goruntu,pozitif
Çok güzeldi kullanımı çok iyi,genel,pozitif
Çok hızlı bir şekilde kargoya verildi. 2 günde elime ulaştı. Çok güzel sorunsuz bir şekilde geldi ✨🌸,kargo,pozitif
Çok hızlı geldi ve orijinalliğinden emin olabilirsiniz.,kargo,pozitif
Çok hızlı geldi ve orijinalliğinden emin olabilirsiniz.,kalite,pozitif
Çok iyi 3-4 gün gidiyor sarjı,batarya,pozitif
Çok iyi eşime hediye aldım sorınsuz çalıyor,genel,pozitif
Çok iyi fiyat,fiyat,pozitif
Çok iyi kardeşime hediye aldım. Aldıktan sonra indirime girdi 😑,fiyat,negatif
Çok iyi orijinal rahatlıkla alabilirsiniz ben kılıf da aldım,genel,pozitif
Çok iyi orijinal rahatlıkla alabilirsiniz ben kılıf da aldım,kalite,pozitif
Çok iyi paketleme kargolama her şey,kargo,pozitif
Çok iyi paketleme kargolama her şey,ambalaj,pozitif
Çok iyi sanki müzik kafamın içinde çalıyor mediamarkt satıcıdan aldım güzel paketlenmiş orijinal garanti vs sorun yoktu,kalite,pozitif
Çok iyi sanki müzik kafamın içinde çalıyor mediamarkt satıcıdan aldım güzel paketlenmiş orijinal garanti vs sorun yoktu,ambalaj,pozitif
Çok iyi ve nazik bir satıcı ilgisinden dolayı kendisine teşekkür ederiz komutanım,genel,pozitif
Çok iyi çok beğendim kocama teşekkür ederim,genel,pozitif
Çok iyi çok rahat sorunsuz ve hızlı kargo ..,kargo,pozitif
Çok kullanmadım  şimdilik iyi gibi kargo özenliydi,kargo,pozitif
Çok kötü bir ürün sesi dışarı veriyor iade ettim hala değerlendirmede kaç gün geçti almayın aldırmayın,genel,negatif
Çok kötü bir ürün sesi dışarı veriyor iade ettim hala değerlendirmede kaç gün geçti almayın aldırmayın,ses_goruntu,negatif
Çok memnun kaldım harika kulaklık,genel,pozitif
Çok memnunum,genel,pozitif
Çok minimal küçük sesi mükemmel veriyor anc mi bu mu diye düşündüm ben ancsiz aldım ve memnun kaldım güzel gerçekten tek sıkıntısı özensiz paketleme teknolojik,genel,pozitif
Çok minimal küçük sesi mükemmel veriyor anc mi bu mu diye düşündüm ben ancsiz aldım ve memnun kaldım güzel gerçekten tek sıkıntısı özensiz paketleme teknolojik,ses_goruntu,negatif
Çok minimal küçük sesi mükemmel veriyor anc mi bu mu diye düşündüm ben ancsiz aldım ve memnun kaldım güzel gerçekten tek sıkıntısı özensiz paketleme teknolojik,ambalaj,negatif
"Çok severek aldığım bu kulaklığı ilk başta aldığımda farketmemiştim , eşimle konuşurken eşim bana sürekli sesin ilk başlarda cızırtılı geliyor demişti aldırış e",ses_goruntu,negatif
Öncelikle original olarak satılan ürünü 22 kasımda satın aldım garanti süresi 06.2024 de doluyor olarak görünüyor garanti süresini bir kenara bıraktım şarj ediy,batarya,notr
Ürunu begendim fakat bazen sesimin karsi tarafa boguk gittigini soylediler umarim urun disi bir durumdan kaynaklidir onun disinda bence gayet yeterli ve iyi,genel,pozitif
Ürunu begendim fakat bazen sesimin karsi tarafa boguk gittigini soylediler umarim urun disi bir durumdan kaynaklidir onun disinda bence gayet yeterli ve iyi,ses_goruntu,negatif
Ürün 2 günde elime ulaştı. Orijinal kapalı kutusunda geldi. Ses kalitesi mükemmel yalnız müzik dinlerken kısa süreli ses gidip geliyor. Elektronik arızası var .,genel,pozitif
Ürün 2 günde elime ulaştı. Orijinal kapalı kutusunda geldi. Ses kalitesi mükemmel yalnız müzik dinlerken kısa süreli ses gidip geliyor. Elektronik arızası var .,kargo,pozitif
Ürün 2 günde elime ulaştı. Orijinal kapalı kutusunda geldi. Ses kalitesi mükemmel yalnız müzik dinlerken kısa süreli ses gidip geliyor. Elektronik arızası var .,ses_goruntu,pozitif
Ürün 2 günde elime ulaştı. Orijinal kapalı kutusunda geldi. Ses kalitesi mükemmel yalnız müzik dinlerken kısa süreli ses gidip geliyor. Elektronik arızası var .,ambalaj,pozitif
Ürün Orjinal Pakatleme özenle yapılmış Sağ salim elime ılaştı Ayrıca Sipariş Ettim 20 dk sonra Kargodan mesaj geldi hiç bu kadar hızlı kargolayan firma görmedim,kargo,pozitif
Ürün Orjinal Pakatleme özenle yapılmış Sağ salim elime ılaştı Ayrıca Sipariş Ettim 20 dk sonra Kargodan mesaj geldi hiç bu kadar hızlı kargolayan firma görmedim,kalite,pozitif
"Ürün ambalajsız geldi, üstelik fatura tarihim 12.05 garanti bitiş tarihim 03.05.",ambalaj,notr
Ürün arızalı geldi değişime gönderdin servise gönderdiler servis kutudan çıkan garanti tarihi ile Apple‘daki garanti tarihi aynı olmadığı için onarım yapmıyor g,kalite,negatif
"Ürün arızalı çıktı yetkili servis raporu istendi aldım ama Trendyol hala destek olmuyor, bir daha asla buradan sipariş vermem yasal haklarımı arayacağım",kalite,negatif
Ürün bozuk aramaları  cevaplamıyor aslan Telekom ürünün arkasında durmuyor,genel,negatif
Ürün bozuk aramaları  cevaplamıyor aslan Telekom ürünün arkasında durmuyor,kalite,negatif
